old_gene	new_gene	reciprocal_best	old_to_new_pident	old_to_new_qcov	old_to_new_scov	old_to_new_bitscore	new_to_old_pident	new_to_old_qcov	new_to_old_scov	new_to_old_bitscore	new_protein_accession	old_to_new_title
B9J08_002234	B9J08_03307	True	100	100	100	323	100	100	100	323	KAK8440209.1	KAK8440209.1 hypothetical protein B9J08_03307 [Candidozyma auris]
B9J08_002235	B9J08_03308	True	100	100	100	791	100	100	100	791	KAK8440210.1	KAK8440210.1 hypothetical protein B9J08_03308 [Candidozyma auris]
B9J08_002236		False	100	100	100	1009						KAK8440211.1 tRNA pseudouridine(38-40) synthase [Candidozyma auris]
B9J08_002237	B9J08_05247	True	100	100	100	978	100	100	100	978	KAK8438168.1	KAK8438168.1 hypothetical protein B9J08_05247 [Candidozyma auris]
B9J08_002238	B9J08_05248	True	100	100	100	1318	100	100	100	1318	KAK8438169.1	KAK8438169.1 hypothetical protein B9J08_05248 [Candidozyma auris]
B9J08_002239	B9J08_05249	True	100	100	100	974	100	100	100	974	KAK8438170.1	KAK8438170.1 hypothetical protein B9J08_05249 [Candidozyma auris]
B9J08_002240	B9J08_05250	True	100	100	100	1672	100	100	100	1672	KAK8438171.1	KAK8438171.1 hypothetical protein B9J08_05250 [Candidozyma auris]
B9J08_002241	B9J08_05251	True	100	100	100	1323	100	100	100	1323	KAK8438172.1	KAK8438172.1 hypothetical protein B9J08_05251 [Candidozyma auris]
B9J08_002242	B9J08_05252	True	100	100	100	1073	100	100	100	1073	KAK8438173.1	KAK8438173.1 hypothetical protein B9J08_05252 [Candidozyma auris]
B9J08_002243	B9J08_05253	True	100	100	100	1073	100	100	100	1073	KAK8438174.1	KAK8438174.1 hypothetical protein B9J08_05253 [Candidozyma auris]
B9J08_002244	B9J08_05254	True	100	100	100	207	100	100	100	207	KAK8438175.1	KAK8438175.1 hypothetical protein B9J08_05254 [Candidozyma auris]
B9J08_002245	B9J08_05255	True	100	100	100	711	100	100	100	711	KAK8438176.1	KAK8438176.1 hypothetical protein B9J08_05255 [Candidozyma auris]
B9J08_002246	B9J08_05256	True	100	100	100	1268	100	100	100	1268	KAK8438177.1	KAK8438177.1 hypothetical protein B9J08_05256 [Candidozyma auris]
B9J08_002247	B9J08_05257	True	100	100	100	404	100	100	100	404	KAK8438178.1	KAK8438178.1 hypothetical protein B9J08_05257 [Candidozyma auris]
B9J08_002248	B9J08_05258	True	100	100	100	632	100	100	100	632	KAK8438179.1	KAK8438179.1 hypothetical protein B9J08_05258 [Candidozyma auris]
B9J08_002249	B9J08_05259	True	100	100	100	1129	100	100	100	1129	KAK8438180.1	KAK8438180.1 hypothetical protein B9J08_05259 [Candidozyma auris]
B9J08_002250	B9J08_05260	True	100	100	100	1036	100	100	100	1036	KAK8438181.1	KAK8438181.1 hypothetical protein B9J08_05260 [Candidozyma auris]
B9J08_002251	B9J08_05261	True	100	100	100	1085	100	100	100	1085	KAK8438182.1	KAK8438182.1 hypothetical protein B9J08_05261 [Candidozyma auris]
B9J08_002252	B9J08_05262	True	100	100	100	2006	100	100	100	2006	KAK8438183.1	KAK8438183.1 hypothetical protein B9J08_05262 [Candidozyma auris]
B9J08_002253	B9J08_05263	True	100	100	100	384	100	100	100	384	KAK8438184.1	KAK8438184.1 hypothetical protein B9J08_05263 [Candidozyma auris]
B9J08_002254	B9J08_05264	True	100	100	100	437	100	100	100	437	KAK8438185.1	KAK8438185.1 hypothetical protein B9J08_05264 [Candidozyma auris]
B9J08_002255	B9J08_05265	True	100	100	100	249	100	100	100	249	KAK8438186.1	KAK8438186.1 hypothetical protein B9J08_05265 [Candidozyma auris]
B9J08_002256	B9J08_05266	True	100	100	100	552	100	100	100	552	KAK8438187.1	KAK8438187.1 hypothetical protein B9J08_05266 [Candidozyma auris]
B9J08_002257	B9J08_05267	True	100	100	100	684	100	100	100	684	KAK8438188.1	KAK8438188.1 hypothetical protein B9J08_05267 [Candidozyma auris]
B9J08_002258	B9J08_05268	True	100	100	100	568	100	100	100	568	KAK8438189.1	KAK8438189.1 hypothetical protein B9J08_05268 [Candidozyma auris]
B9J08_002259	B9J08_05269	True	100	100	100	1352	100	100	100	1352	KAK8438190.1	KAK8438190.1 hypothetical protein B9J08_05269 [Candidozyma auris]
B9J08_002260	B9J08_05270	True	100	100	100	390	100	100	100	390	KAK8438191.1	KAK8438191.1 hypothetical protein B9J08_05270 [Candidozyma auris]
B9J08_002261	B9J08_05271	True	100	100	100	315	100	100	100	315	KAK8438192.1	KAK8438192.1 hypothetical protein B9J08_05271 [Candidozyma auris]
B9J08_002262	B9J08_05272	True	100	100	100	1393	100	100	100	1393	KAK8438193.1	KAK8438193.1 hypothetical protein B9J08_05272 [Candidozyma auris]
B9J08_002263	B9J08_05273	True	100	100	100	1374	100	100	100	1374	KAK8438194.1	KAK8438194.1 hypothetical protein B9J08_05273 [Candidozyma auris]
B9J08_002264		False	100	100	100	846						KAK8438195.1 beta-ketoacyl-acyl-carrier-protein synthase II [Candidozyma auris]
B9J08_002265	B9J08_05275	True	100	100	100	776	100	100	100	776	KAK8438196.1	KAK8438196.1 hypothetical protein B9J08_05275 [Candidozyma auris]
B9J08_002266	B9J08_05276	True	100	100	100	282	100	100	100	282	KAK8438197.1	KAK8438197.1 hypothetical protein B9J08_05276 [Candidozyma auris]
B9J08_002267	B9J08_05277	True	100	100	100	1138	100	100	100	1138	KAK8438198.1	KAK8438198.1 hypothetical protein B9J08_05277 [Candidozyma auris]
B9J08_002268	B9J08_05278	True	100	100	100	488	100	100	100	488	KAK8438199.1	KAK8438199.1 hypothetical protein B9J08_05278 [Candidozyma auris]
B9J08_002269	B9J08_05279	True	100	100	100	305	100	100	100	305	KAK8438200.1	KAK8438200.1 hypothetical protein B9J08_05279 [Candidozyma auris]
B9J08_002270	B9J08_05280	True	100	100	100	910	100	100	100	910	KAK8438201.1	KAK8438201.1 hypothetical protein B9J08_05280 [Candidozyma auris]
B9J08_002271	B9J08_05281	True	100	100	100	659	100	100	100	659	KAK8438202.1	KAK8438202.1 hypothetical protein B9J08_05281 [Candidozyma auris]
B9J08_002272	B9J08_05282	True	100	100	100	1048	100	100	100	1048	KAK8438203.1	KAK8438203.1 hypothetical protein B9J08_05282 [Candidozyma auris]
B9J08_002273		False	100	100	100	516						KAK8438204.1 prohibitin-1 [Candidozyma auris]
B9J08_002274	B9J08_05284	True	100	100	100	1095	100	100	100	1095	KAK8438205.1	KAK8438205.1 hypothetical protein B9J08_05284 [Candidozyma auris]
B9J08_002275	B9J08_05285	True	100	100	100	564	100	100	100	564	KAK8438206.1	KAK8438206.1 hypothetical protein B9J08_05285 [Candidozyma auris]
B9J08_002276		False	100	100	100	360						KAK8438207.1 ADP-ribosylation factor 1 [Candidozyma auris]
B9J08_002277	B9J08_05287	True	100	100	100	210	100	100	100	210	KAK8438208.1	KAK8438208.1 hypothetical protein B9J08_05287 [Candidozyma auris]
B9J08_002278	B9J08_05288	True	100	100	100	1915	100	100	100	1915	KAK8438209.1	KAK8438209.1 hypothetical protein B9J08_05288 [Candidozyma auris]
B9J08_002279	B9J08_05289	True	100	100	100	865	100	100	100	865	KAK8438210.1	KAK8438210.1 hypothetical protein B9J08_05289 [Candidozyma auris]
B9J08_002280	B9J08_05290	True	100	100	100	1151	100	100	100	1151	KAK8438211.1	KAK8438211.1 hypothetical protein B9J08_05290 [Candidozyma auris]
B9J08_002281	B9J08_05291	True	100	100	100	2111	100	100	100	2111	KAK8438212.1	KAK8438212.1 hypothetical protein B9J08_05291 [Candidozyma auris]
B9J08_002282	B9J08_05292	True	100	100	100	605	100	100	100	605	KAK8438213.1	KAK8438213.1 hypothetical protein B9J08_05292 [Candidozyma auris]
B9J08_002283	B9J08_05293	True	100	100	100	978	100	100	100	978	KAK8438214.1	KAK8438214.1 hypothetical protein B9J08_05293 [Candidozyma auris]
B9J08_002284	B9J08_05294	True	100	100	100	1066	100	100	100	1066	KAK8438215.1	KAK8438215.1 hypothetical protein B9J08_05294 [Candidozyma auris]
B9J08_002285	B9J08_05295	True	100	100	100	241	100	100	100	241	KAK8438216.1	KAK8438216.1 hypothetical protein B9J08_05295 [Candidozyma auris]
B9J08_002286	B9J08_05296	True	100	100	100	686	100	100	100	686	KAK8438217.1	KAK8438217.1 hypothetical protein B9J08_05296 [Candidozyma auris]
B9J08_002287	B9J08_05297	True	100	100	100	2000	100	100	100	2000	KAK8438218.1	KAK8438218.1 hypothetical protein B9J08_05297 [Candidozyma auris]
B9J08_002288	B9J08_05298	True	100	100	100	163	100	100	100	163	KAK8438219.1	KAK8438219.1 hypothetical protein B9J08_05298 [Candidozyma auris]
B9J08_002289		False	100	100	100	1026						KAK8438220.1 ATP-dependent RNA helicase DHH1 [Candidozyma auris]
B9J08_002290		False	100	100	100	1048						KAK8438221.1 amidophosphoribosyltransferase [Candidozyma auris]
B9J08_002291		False	100	100	100	290						KAK8438222.1 nascent polypeptide-associated complex subunit beta [Candidozyma auris]
B9J08_002292	B9J08_05302	True	100	100	100	910	100	100	100	910	KAK8438223.1	KAK8438223.1 hypothetical protein B9J08_05302 [Candidozyma auris]
B9J08_002293	B9J08_05303	True	100	100	100	1021	100	100	100	1021	KAK8438224.1	KAK8438224.1 hypothetical protein B9J08_05303 [Candidozyma auris]
B9J08_002294	B9J08_05304	True	100	100	100	647	100	100	100	647	KAK8438225.1	KAK8438225.1 hypothetical protein B9J08_05304 [Candidozyma auris]
B9J08_002295	B9J08_05305	True	100	100	100	109	100	100	100	109	KAK8438226.1	KAK8438226.1 hypothetical protein B9J08_05305 [Candidozyma auris]
B9J08_002296	B9J08_05306	True	100	100	100	89.7	100	100	100	89.7	KAK8438227.1	KAK8438227.1 hypothetical protein B9J08_05306 [Candidozyma auris]
B9J08_002297	B9J08_05307	True	100	100	100	1028	100	100	100	1028	KAK8438228.1	KAK8438228.1 hypothetical protein B9J08_05307 [Candidozyma auris]
B9J08_002298		False	100	100	100	1021						KAK8438229.1 peroxisomal catalase [Candidozyma auris]
B9J08_002299	B9J08_05309	True	100	100	100	808	100	100	100	808	KAK8438230.1	KAK8438230.1 hypothetical protein B9J08_05309 [Candidozyma auris]
B9J08_002300	B9J08_05310	True	100	100	100	976	100	100	100	976	KAK8438231.1	KAK8438231.1 hypothetical protein B9J08_05310 [Candidozyma auris]
B9J08_002301	B9J08_05311	True	100	100	100	1207	100	100	100	1207	KAK8438232.1	KAK8438232.1 hypothetical protein B9J08_05311 [Candidozyma auris]
B9J08_002302	B9J08_05312	True	100	100	100	366	100	100	100	366	KAK8438233.1	KAK8438233.1 hypothetical protein B9J08_05312 [Candidozyma auris]
B9J08_002303		False	100	100	100	1688						KAK8438234.1 protein ARG5,6, mitochondrial [Candidozyma auris]
B9J08_002304	B9J08_05314	True	100	100	100	958	100	100	100	958	KAK8438235.1	KAK8438235.1 hypothetical protein B9J08_05314 [Candidozyma auris]
B9J08_002305	B9J08_05315	True	100	100	100	2577	100	100	100	2577	KAK8438236.1	KAK8438236.1 hypothetical protein B9J08_05315 [Candidozyma auris]
B9J08_002306	B9J08_05316	True	100	100	100	336	100	100	100	336	KAK8438237.1	KAK8438237.1 hypothetical protein B9J08_05316 [Candidozyma auris]
B9J08_002307	B9J08_05317	True	100	100	100	314	100	100	100	314	KAK8438238.1	KAK8438238.1 hypothetical protein B9J08_05317 [Candidozyma auris]
B9J08_002308	B9J08_05318	True	100	100	100	1648	100	100	100	1648	KAK8438239.1	KAK8438239.1 hypothetical protein B9J08_05318 [Candidozyma auris]
B9J08_002309	B9J08_05319	True	100	100	100	238	100	100	100	238	KAK8438240.1	KAK8438240.1 hypothetical protein B9J08_05319 [Candidozyma auris]
B9J08_002310	B9J08_05320	True	100	100	100	431	100	100	100	431	KAK8438241.1	KAK8438241.1 hypothetical protein B9J08_05320 [Candidozyma auris]
B9J08_002311	B9J08_05321	True	100	100	100	218	100	100	100	218	KAK8438242.1	KAK8438242.1 hypothetical protein B9J08_05321 [Candidozyma auris]
B9J08_002312	B9J08_05322	True	100	100	100	1401	100	100	100	1401	KAK8438243.1	KAK8438243.1 hypothetical protein B9J08_05322 [Candidozyma auris]
B9J08_002313	B9J08_05323	True	100	100	100	1984	100	100	100	1984	KAK8438244.1	KAK8438244.1 hypothetical protein B9J08_05323 [Candidozyma auris]
B9J08_002314	B9J08_05324	True	100	100	100	723	100	100	100	723	KAK8438245.1	KAK8438245.1 hypothetical protein B9J08_05324 [Candidozyma auris]
B9J08_002315	B9J08_05325	True	100	100	100	577	100	100	100	577	KAK8438246.1	KAK8438246.1 hypothetical protein B9J08_05325 [Candidozyma auris]
B9J08_002316		False	100	100	100	644						KAK8438247.1 tRNA (guanine-N(7)-)-methyltransferase [Candidozyma auris]
B9J08_002317	B9J08_05327	True	100	100	100	496	100	100	100	496	KAK8438248.1	KAK8438248.1 hypothetical protein B9J08_05327 [Candidozyma auris]
B9J08_002318	B9J08_05328	True	100	100	100	978	100	100	100	978	KAK8438249.1	KAK8438249.1 hypothetical protein B9J08_05328 [Candidozyma auris]
B9J08_002319	B9J08_05329	True	100	100	100	951	100	100	100	951	KAK8438250.1	KAK8438250.1 hypothetical protein B9J08_05329 [Candidozyma auris]
B9J08_002321	B9J08_05331	True	100	100	100	1093	100	100	100	1093	KAK8438251.1	KAK8438251.1 hypothetical protein B9J08_05331 [Candidozyma auris]
B9J08_002322	B9J08_05332	True	100	100	100	474	100	100	100	474	KAK8438252.1	KAK8438252.1 hypothetical protein B9J08_05332 [Candidozyma auris]
B9J08_002323	B9J08_05333	True	100	100	100	751	100	100	100	751	KAK8438253.1	KAK8438253.1 hypothetical protein B9J08_05333 [Candidozyma auris]
B9J08_002324	B9J08_05334	True	100	100	100	1773	100	100	100	1773	KAK8438254.1	KAK8438254.1 hypothetical protein B9J08_05334 [Candidozyma auris]
B9J08_002325	B9J08_05335	True	100	100	100	1283	100	100	100	1283	KAK8438255.1	KAK8438255.1 hypothetical protein B9J08_05335 [Candidozyma auris]
B9J08_002326	B9J08_05336	True	100	100	100	728	100	100	100	728	KAK8438256.1	KAK8438256.1 hypothetical protein B9J08_05336 [Candidozyma auris]
B9J08_002327		False	100	100	100	709						KAK8438257.1 eukaryotic translation initiation factor 3 subunit I [Candidozyma auris]
B9J08_002328	B9J08_05338	True	100	100	100	555	100	100	100	555	KAK8438258.1	KAK8438258.1 hypothetical protein B9J08_05338 [Candidozyma auris]
B9J08_002329		False	100	100	100	695						KAK8438259.1 ATPase GET3 [Candidozyma auris]
B9J08_002330	B9J08_05340	True	100	100	100	602	100	100	100	602	KAK8438260.1	KAK8438260.1 hypothetical protein B9J08_05340 [Candidozyma auris]
B9J08_002332	B9J08_05342	True	100	100	100	902	100	100	100	902	KAK8438261.1	KAK8438261.1 hypothetical protein B9J08_05342 [Candidozyma auris]
B9J08_002333	B9J08_05343	True	100	100	100	956	100	100	100	956	KAK8438262.1	KAK8438262.1 hypothetical protein B9J08_05343 [Candidozyma auris]
B9J08_002334	B9J08_05344	True	100	100	100	897	100	100	100	897	KAK8438263.1	KAK8438263.1 hypothetical protein B9J08_05344 [Candidozyma auris]
B9J08_002335	B9J08_05345	True	100	100	100	286	100	100	100	286	KAK8438264.1	KAK8438264.1 hypothetical protein B9J08_05345 [Candidozyma auris]
B9J08_002336	B9J08_05346	True	100	100	100	1307	100	100	100	1307	KAK8438265.1	KAK8438265.1 hypothetical protein B9J08_05346 [Candidozyma auris]
B9J08_002337	B9J08_05347	True	100	100	100	472	100	100	100	472	KAK8438266.1	KAK8438266.1 hypothetical protein B9J08_05347 [Candidozyma auris]
B9J08_002338		False	100	100	100	828						KAK8438267.1 tRNA pseudouridine(38-40) synthase [Candidozyma auris]
B9J08_002339	B9J08_05349	True	100	100	100	1086	100	100	100	1086	KAK8438268.1	KAK8438268.1 hypothetical protein B9J08_05349 [Candidozyma auris]
B9J08_002340	B9J08_05350	True	100	100	100	1027	100	100	100	1027	KAK8438269.1	KAK8438269.1 hypothetical protein B9J08_05350 [Candidozyma auris]
B9J08_002341	B9J08_05351	True	100	100	100	868	100	100	100	868	KAK8438270.1	KAK8438270.1 hypothetical protein B9J08_05351 [Candidozyma auris]
B9J08_002342	B9J08_05352	True	100	100	100	1111	100	100	100	1111	KAK8438271.1	KAK8438271.1 hypothetical protein B9J08_05352 [Candidozyma auris]
B9J08_002343	B9J08_05353	True	100	100	100	341	100	100	100	341	KAK8438272.1	KAK8438272.1 hypothetical protein B9J08_05353 [Candidozyma auris]
B9J08_002344	B9J08_05354	True	100	100	100	1626	100	100	100	1626	KAK8438273.1	KAK8438273.1 hypothetical protein B9J08_05354 [Candidozyma auris]
B9J08_002345		False	100	100	100	315						KAK8438274.1 nascent polypeptide-associated complex subunit alpha [Candidozyma auris]
B9J08_002346	B9J08_05356	True	100	100	100	2961	100	100	100	2961	KAK8438275.1	KAK8438275.1 hypothetical protein B9J08_05356 [Candidozyma auris]
B9J08_002347	B9J08_05357	True	100	100	100	1840	100	100	100	1840	KAK8438276.1	KAK8438276.1 hypothetical protein B9J08_05357 [Candidozyma auris]
B9J08_002348	B9J08_05358	True	100	100	100	1262	100	100	100	1262	KAK8438277.1	KAK8438277.1 hypothetical protein B9J08_05358 [Candidozyma auris]
B9J08_002349	B9J08_05359	True	100	100	100	1061	100	100	100	1061	KAK8438278.1	KAK8438278.1 hypothetical protein B9J08_05359 [Candidozyma auris]
B9J08_002350		False	100	100	100	1012						KAK8438279.1 6-phosphogluconate dehydrogenase, decarboxylating [Candidozyma auris]
B9J08_002351		False	100	100	100	1082						KAK8438280.1 sulfate adenylyltransferase [Candidozyma auris]
B9J08_002352		False	100	100	100	359						KAK8438281.1 magnesium-dependent phosphatase-1 [Candidozyma auris]
B9J08_002353	B9J08_05363	True	100	100	100	371	100	100	100	371	KAK8438282.1	KAK8438282.1 hypothetical protein B9J08_05363 [Candidozyma auris]
B9J08_002354	B9J08_05364	True	100	100	100	4783	100	100	100	4783	KAK8438283.1	KAK8438283.1 hypothetical protein B9J08_05364 [Candidozyma auris]
B9J08_002355	B9J08_05365	True	100	100	100	803	100	100	100	803	KAK8438284.1	KAK8438284.1 hypothetical protein B9J08_05365 [Candidozyma auris]
B9J08_002356	B9J08_05366	True	100	100	100	340	100	100	100	340	KAK8438285.1	KAK8438285.1 hypothetical protein B9J08_05366 [Candidozyma auris]
B9J08_002357	B9J08_05367	True	100	100	100	741	100	100	100	741	KAK8438286.1	KAK8438286.1 hypothetical protein B9J08_05367 [Candidozyma auris]
B9J08_002358	B9J08_05368	True	100	100	100	1254	100	100	100	1254	KAK8438287.1	KAK8438287.1 hypothetical protein B9J08_05368 [Candidozyma auris]
B9J08_002359	B9J08_05369	True	100	100	100	623	100	100	100	623	KAK8438288.1	KAK8438288.1 hypothetical protein B9J08_05369 [Candidozyma auris]
B9J08_002360		False	100	100	100	701						KAK8438289.1 protein disulfide-isomerase domain [Candidozyma auris]
B9J08_002361	B9J08_05371	True	100	100	100	582	100	100	100	582	KAK8438290.1	KAK8438290.1 hypothetical protein B9J08_05371 [Candidozyma auris]
B9J08_002362	B9J08_05372	True	100	100	100	1350	100	100	100	1350	KAK8438291.1	KAK8438291.1 hypothetical protein B9J08_05372 [Candidozyma auris]
B9J08_002363		False	100	100	100	2053						KAK8438292.1 2-oxoglutarate dehydrogenase, mitochondrial [Candidozyma auris]
B9J08_002364	B9J08_05374	True	100	100	100	407	100	100	100	407	KAK8438293.1	KAK8438293.1 hypothetical protein B9J08_05374 [Candidozyma auris]
B9J08_002365	B9J08_05375	True	100	100	100	2414	100	100	100	2414	KAK8438294.1	KAK8438294.1 hypothetical protein B9J08_05375 [Candidozyma auris]
B9J08_002366	B9J08_05376	True	100	100	100	736	100	100	100	736	KAK8438295.1	KAK8438295.1 hypothetical protein B9J08_05376 [Candidozyma auris]
B9J08_002367		False	100	100	100	375						KAK8438296.1 60S ribosomal protein L9-B [Candidozyma auris]
B9J08_002368	B9J08_05378	True	100	100	100	593	100	100	100	593	KAK8438297.1	KAK8438297.1 hypothetical protein B9J08_05378 [Candidozyma auris]
B9J08_002369	B9J08_05379	True	100	100	100	299	100	100	100	299	KAK8438298.1	KAK8438298.1 hypothetical protein B9J08_05379 [Candidozyma auris]
B9J08_002370	B9J08_05380	True	100	100	100	399	100	100	100	399	KAK8438299.1	KAK8438299.1 hypothetical protein B9J08_05380 [Candidozyma auris]
B9J08_002371	B9J08_05381	True	100	100	100	1390	100	100	100	1390	KAK8438300.1	KAK8438300.1 hypothetical protein B9J08_05381 [Candidozyma auris]
B9J08_002372	B9J08_05382	True	100	100	100	216	100	100	100	216	KAK8438301.1	KAK8438301.1 hypothetical protein B9J08_05382 [Candidozyma auris]
B9J08_002373	B9J08_05383	True	100	100	100	361	100	100	100	361	KAK8438302.1	KAK8438302.1 hypothetical protein B9J08_05383 [Candidozyma auris]
B9J08_002374	B9J08_05384	True	100	100	100	758	100	100	100	758	KAK8438303.1	KAK8438303.1 hypothetical protein B9J08_05384 [Candidozyma auris]
B9J08_002375	B9J08_05385	True	100	100	100	880	100	100	100	880	KAK8438304.1	KAK8438304.1 hypothetical protein B9J08_05385 [Candidozyma auris]
B9J08_002376	B9J08_05386	True	100	100	100	957	100	100	100	957	KAK8438305.1	KAK8438305.1 hypothetical protein B9J08_05386 [Candidozyma auris]
B9J08_002377	B9J08_05387	True	100	100	100	1058	100	100	100	1058	KAK8438306.1	KAK8438306.1 hypothetical protein B9J08_05387 [Candidozyma auris]
B9J08_002379	B9J08_05389	True	100	100	100	689	100	100	100	689	KAK8438307.1	KAK8438307.1 hypothetical protein B9J08_05389 [Candidozyma auris]
B9J08_002380	B9J08_05390	True	100	100	100	909	100	100	100	909	KAK8438308.1	KAK8438308.1 hypothetical protein B9J08_05390 [Candidozyma auris]
B9J08_002381	B9J08_05391	True	100	100	100	422	100	100	100	422	KAK8438309.1	KAK8438309.1 hypothetical protein B9J08_05391 [Candidozyma auris]
B9J08_002382	B9J08_05392	True	100	100	100	655	100	100	100	655	KAK8438310.1	KAK8438310.1 hypothetical protein B9J08_05392 [Candidozyma auris]
B9J08_002383	B9J08_05393	True	100	100	100	552	100	100	100	552	KAK8438311.1	KAK8438311.1 hypothetical protein B9J08_05393 [Candidozyma auris]
B9J08_002384	B9J08_05394	True	100	100	100	348	100	100	100	348	KAK8438312.1	KAK8438312.1 hypothetical protein B9J08_05394 [Candidozyma auris]
B9J08_002385	B9J08_05395	True	100	100	100	508	100	100	100	508	KAK8438313.1	KAK8438313.1 hypothetical protein B9J08_05395 [Candidozyma auris]
B9J08_002386	B9J08_05396	True	100	100	100	682	100	100	100	682	KAK8438314.1	KAK8438314.1 hypothetical protein B9J08_05396 [Candidozyma auris]
B9J08_002387	B9J08_05397	True	100	100	100	1430	100	100	100	1430	KAK8438315.1	KAK8438315.1 hypothetical protein B9J08_05397 [Candidozyma auris]
B9J08_002388	B9J08_05398	True	100	100	100	790	100	100	100	790	KAK8438316.1	KAK8438316.1 hypothetical protein B9J08_05398 [Candidozyma auris]
B9J08_002389	B9J08_05399	True	100	100	100	1384	100	100	100	1384	KAK8438317.1	KAK8438317.1 hypothetical protein B9J08_05399 [Candidozyma auris]
B9J08_002390		False	100	100	100	2027						KAK8438318.1 ubiquitin-activating enzyme E1 1 [Candidozyma auris]
B9J08_002391	B9J08_05401	True	100	100	100	1405	100	100	100	1405	KAK8438319.1	KAK8438319.1 hypothetical protein B9J08_05401 [Candidozyma auris]
B9J08_002392		False	100	100	100	873						KAK8438320.1 mannose-6-phosphate isomerase [Candidozyma auris]
B9J08_002393	B9J08_05403	True	100	100	100	308	100	100	100	308	KAK8438321.1	KAK8438321.1 hypothetical protein B9J08_05403 [Candidozyma auris]
B9J08_002394	B9J08_05404	True	100	100	100	396	100	100	100	396	KAK8438322.1	KAK8438322.1 hypothetical protein B9J08_05404 [Candidozyma auris]
B9J08_002395		False	100	100	100	565						KAK8438323.1 cytosolic Fe-S cluster assembly factor CFD1 [Candidozyma auris]
B9J08_002396	B9J08_05406	True	100	100	100	269	100	100	100	269	KAK8438324.1	KAK8438324.1 hypothetical protein B9J08_05406 [Candidozyma auris]
B9J08_002397	B9J08_05407	True	100	100	100	1113	100	100	100	1113	KAK8438325.1	KAK8438325.1 hypothetical protein B9J08_05407 [Candidozyma auris]
B9J08_002398	B9J08_05408	True	100	100	100	875	100	100	100	875	KAK8438326.1	KAK8438326.1 hypothetical protein B9J08_05408 [Candidozyma auris]
B9J08_002399	B9J08_05409	True	100	100	100	1165	100	100	100	1165	KAK8438327.1	KAK8438327.1 hypothetical protein B9J08_05409 [Candidozyma auris]
B9J08_002400	B9J08_05410	True	100	100	100	707	100	100	100	707	KAK8438328.1	KAK8438328.1 hypothetical protein B9J08_05410 [Candidozyma auris]
B9J08_002401	B9J08_05411	True	100	100	100	526	100	100	100	526	KAK8438329.1	KAK8438329.1 hypothetical protein B9J08_05411 [Candidozyma auris]
B9J08_002402	B9J08_05412	True	100	100	100	1043	100	100	100	1043	KAK8438330.1	KAK8438330.1 hypothetical protein B9J08_05412 [Candidozyma auris]
B9J08_002403	B9J08_05413	True	100	100	100	1546	100	100	100	1546	KAK8438331.1	KAK8438331.1 hypothetical protein B9J08_05413 [Candidozyma auris]
B9J08_002404	B9J08_05414	True	100	100	100	483	100	100	100	483	KAK8438332.1	KAK8438332.1 hypothetical protein B9J08_05414 [Candidozyma auris]
B9J08_002405	B9J08_05415	True	100	100	100	575	100	100	100	575	KAK8438333.1	KAK8438333.1 hypothetical protein B9J08_05415 [Candidozyma auris]
B9J08_002406		False	100	100	100	444						KAK8438334.1 proteasome subunit beta type-1 [Candidozyma auris]
B9J08_002407	B9J08_05417	True	100	100	100	387	100	100	100	387	KAK8438335.1	KAK8438335.1 hypothetical protein B9J08_05417 [Candidozyma auris]
B9J08_002408	B9J08_05418	True	100	100	100	823	100	100	100	823	KAK8438336.1	KAK8438336.1 hypothetical protein B9J08_05418 [Candidozyma auris]
B9J08_002409	B9J08_05419	True	100	100	100	555	100	100	100	555	KAK8438337.1	KAK8438337.1 hypothetical protein B9J08_05419 [Candidozyma auris]
B9J08_002410	B9J08_05420	True	100	100	100	224	100	100	100	224	KAK8438338.1	KAK8438338.1 hypothetical protein B9J08_05420 [Candidozyma auris]
B9J08_002411	B9J08_05421	True	100	100	100	958	100	100	100	958	KAK8438339.1	KAK8438339.1 hypothetical protein B9J08_05421 [Candidozyma auris]
B9J08_002412	B9J08_05422	True	100	100	100	1048	100	100	100	1048	KAK8438340.1	KAK8438340.1 hypothetical protein B9J08_05422 [Candidozyma auris]
B9J08_002413	B9J08_05423	True	100	100	100	820	100	100	100	820	KAK8438341.1	KAK8438341.1 hypothetical protein B9J08_05423 [Candidozyma auris]
B9J08_002414	B9J08_05424	True	100	100	100	1579	100	100	100	1579	KAK8438342.1	KAK8438342.1 hypothetical protein B9J08_05424 [Candidozyma auris]
B9J08_002415	B9J08_05425	True	100	100	100	398	100	100	100	398	KAK8438343.1	KAK8438343.1 hypothetical protein B9J08_05425 [Candidozyma auris]
B9J08_002417	B9J08_05427	True	100	100	100	1382	100	100	100	1382	KAK8438344.1	KAK8438344.1 hypothetical protein B9J08_05427 [Candidozyma auris]
B9J08_002419	B9J08_05429	True	100	100	100	696	100	100	100	696	KAK8438345.1	KAK8438345.1 hypothetical protein B9J08_05429 [Candidozyma auris]
B9J08_002420		False	100	100	100	3537						KAK8438346.1 fatty acid synthase subunit alpha [Candidozyma auris]
B9J08_002421	B9J08_05431	True	100	100	100	3443	100	100	100	3443	KAK8438347.1	KAK8438347.1 hypothetical protein B9J08_05431 [Candidozyma auris]
B9J08_002422	B9J08_05432	True	100	100	100	498	100	100	100	498	KAK8438348.1	KAK8438348.1 hypothetical protein B9J08_05432 [Candidozyma auris]
